"","partido","microGap","Dimensão","Período"
"43","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"44","PMDB",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"45","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"46","PSDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"47","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"48","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"49","PT",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"50","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"51","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"52","PSDB",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"53","PSDB",0.204678362573099,"Pró Estado V.S Pró Mercado","2017-2018"
"54","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"55","PT",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"56","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"57","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"58","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"59","PT",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"60","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"61","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"62","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"63","PMDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"64","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"65","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"66","PMDB",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"67","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"68","PT",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"69","PT",0.204678362573099,"Pró Estado V.S Pró Mercado","2017-2018"
"70","PSOL",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"71","PSDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"72","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"73","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"74","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"75","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"76","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"77","PSOL",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"78","PSDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"79","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"80","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"81","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"82","PT",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"83","PT",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"84","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"85","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"86","PSDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"87","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"88","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"89","PT",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"90","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"91","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"92","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"93","PSDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"94","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"95","PSDB",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"96","PT",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"97","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"98","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"99","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"100","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"101","PT",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"102","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"103","PT",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"104","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"105","PT",0.204678362573099,"Pró Estado V.S Pró Mercado","2017-2018"
"106","PT",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"107","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"108","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"109","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"110","PT",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"111","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"112","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"113","PSOL",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"114","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"115","PMDB",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"116","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"117","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"118","PSOL",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"119","PT",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"120","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"121","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"122","PT",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"123","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"124","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"125","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"126","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"127","PSDB",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"128","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"129","PSOL",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"130","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"131","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"132","PT",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"133","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"134","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"135","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"136","PT",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"137","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"138","PT",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"139","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"140","PSDB",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"141","PT",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"142","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"143","PMDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"144","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"145","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"146","PT",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"147","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"148","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"149","PMDB",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"150","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"151","PSOL",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"152","PSDB",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"153","PSDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"154","PT",0.204678362573099,"Pró Estado V.S Pró Mercado","2017-2018"
"155","PSDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"156","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"157","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"158","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"159","PSDB",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"160","PT",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"161","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"162","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"163","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"164","PT",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"165","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"166","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"167","PT",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"168","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"169","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"170","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"171","PSOL",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"172","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"173","PT",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"174","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"175","PT",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"176","PT",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"177","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"178","PSDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"179","PT",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"180","PSOL",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"181","PSOL",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"182","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"183","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"184","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"185","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"186","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"187","PT",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"188","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"189","PSDB",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"190","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"191","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"192","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"193","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"194","PSOL",0.204678362573099,"Pró Estado V.S Pró Mercado","2017-2018"
"195","PSDB",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"196","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"197","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"198","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"199","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"200","PSOL",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"201","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"202","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"203","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"204","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"205","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"206","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"207","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"208","PSOL",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"209","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"210","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"211","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"212","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"213","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"214","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"215","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"216","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"217","PT",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"218","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"219","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"220","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"221","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"222","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"223","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"224","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"225","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"226","PT",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"227","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"228","PT",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"229","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"230","PT",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"231","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"232","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"233","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"234","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"235","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"236","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"237","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"238","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"239","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"240","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"241","PT",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"242","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"243","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"244","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"245","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"246","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"247","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"248","PT",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"249","PSDB",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"250","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"251","PT",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"252","PT",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"253","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"254","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"255","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"256","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"257","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"258","PT",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"259","PT",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"260","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"261","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"262","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"263","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"264","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"265","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"266","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"267","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"268","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"269","PSDB",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"270","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"271","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"272","PSDB",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"273","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"274","PT",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"275","PMDB",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"276","PT",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"277","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"278","PMDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"279","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"280","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"281","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"282","PT",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"283","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"284","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"285","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"286","PT",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"287","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"288","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"289","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"290","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"291","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"292","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"293","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"294","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"295","PMDB",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"296","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"297","PMDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"298","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"299","PSDB",0.573099415204678,"Pró Estado V.S Pró Mercado","2017-2018"
"300","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"301","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"302","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"303","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"304","PT",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"305","PT",0.204678362573099,"Pró Estado V.S Pró Mercado","2017-2018"
"306","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"307","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"308","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"309","PMDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"310","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"311","PMDB",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"312","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"313","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"314","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"315","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"316","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"317","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"318","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"319","PMDB",0.0175438596491229,"Pró Estado V.S Pró Mercado","2017-2018"
"320","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"321","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"322","PSOL",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"323","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"324","PSDB",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"325","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"326","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"327","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"328","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"329","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"330","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"331","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"332","PMDB",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"333","PMDB",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"334","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"335","PSDB",0.0935672514619883,"Pró Estado V.S Pró Mercado","2017-2018"
"336","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"337","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"338","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"339","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"340","PSOL",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"341","PT",0.204678362573099,"Pró Estado V.S Pró Mercado","2017-2018"
"342","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"343","PT",0.350877192982456,"Pró Estado V.S Pró Mercado","2017-2018"
"344","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"345","PT",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"346","PT",0.128654970760234,"Pró Estado V.S Pró Mercado","2017-2018"
"347","PT",0.461988304093567,"Pró Estado V.S Pró Mercado","2017-2018"
"348","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"349","PT",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"350","PSOL",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
"351","PSDB",0.239766081871345,"Pró Estado V.S Pró Mercado","2017-2018"
"352","PMDB",0.684210526315789,"Pró Estado V.S Pró Mercado","2017-2018"
"353","PSDB",0.315789473684211,"Pró Estado V.S Pró Mercado","2017-2018"
